Contract ID,Contractor,Contract Type
22K00019,TKS BUILDERS & SUPPLIES,multiple
22K00344,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22K00348,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22K00350,"M. MONTESCLAROS ENTERPRISES, INC.",solo
23KK0074,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KK0069,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KK0082,VEN RAY CONSTRUCTION CORPORATION,solo
23KH0035,HI-TONE CONSTRUCTION & DEVELOPMENT CORP.,solo
23KK0073,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KK0106,JEJOR'S CONSTRUCTION CORPORATION,solo
23KA0100,HGG BUILDERS & SUPPLY,solo
23KF0122,LANAO BUILDER AND ENTERPRISES,solo
23K00141,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22KJ0069,MINDANAO ROCK,solo
23KK0075,DICON BUILDERS CORP.,solo
22K00367,TRIPARCO DEVELOPMENT CORPORATION,solo
23KB0065,VICENTE T. LAO CONSTRUCTION,solo
22K00345,TRIPARCO DEVELOPMENT CORPORATION,solo
23KK0105,VICENTE T. LAO CONSTRUCTION,solo
22K00030,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
23K00139,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22K00343,"M. MONTESCLAROS ENTERPRISES, INC.",solo
23KL0074,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KG0022,DICON BUILDERS CORP.,solo
23KK0079,DICON BUILDERS CORP.,solo
23KA0075,"M. MONTESCLAROS ENTERPRISES, INC.",solo
21K00273,"M. MONTESCLAROS ENTERPRISES, INC.",solo
21K00237,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
21K00236,"GICAR CONSTRUCTION, INC.",solo
22K00055,"M. MONTESCLAROS ENTERPRISES, INC.",solo
21K00040,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
23KK0072,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KH0013,CAGALAWAN ENTERPRISES,solo
23KH0058,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KH0032,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KH0020,MORTAR MASTERS & CONCRETE BUILDERS,solo
23KE0015,CLC CONSTRUCTION SERVICES AND SUPPLY,solo
23KA0164,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KB0019,PHILIPPIANS CDO CONSTRUCTION CORPORATION,solo
23KK0012,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
23KK0071,LEGACY CONSTRUCTION CORPORATION,solo
23KJ0009,MINDANAO ROCK,solo
23KJ0030,MINDANAO ROCK,solo
23KB0039,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
23KK0078,ROAD EDGE TRADING & DEVELOPMENT SERVICES,multiple
23KK0078,CHIU BUILDERS,multiple
23KH0036,"GICAR CONSTRUCTION, INC.",solo
23KH0034,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
23KL0075,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KL0067,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KH0026,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
23KC0129,VEN RAY CONSTRUCTION CORPORATION,solo
22K00359,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22K00121,JEJOR'S CONSTRUCTION CORPORATION,solo
23KE0047,FNTC CONSTRUCTION,solo
23KB0055,"JT GAMOLO CONSTRUCTION, INCORPORATION",solo
23KL0071,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,solo
23KK0083,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KA0102,ROSBILL CONSTRUCTION AND SUPPLY,solo
23KD0020,ALL WEATHER CONSTRUCTION,solo
23KG0024,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.",solo
23KH0006,JAMARI CONSTRUCTION,multiple
23KH0006,ABAYCER CONSTRUCTION SUPPLIES AND GENERAL MERCHANDISE,multiple
23KA0047,"M. MONTESCLAROS ENTERPRISES, INC.",solo
23KA0045,"M. MONTESCLAROS ENTERPRISES, INC.",solo
23KD0019,ALEBON GENUINE MERCHANDISING INCORPORATED,solo
23KC0056,C'ZARLES CONSTRUCTION & SUPPLY,solo
22K00092,KOUZBARY BUILDERS,multiple
22K00092,LANAO BUILDER AND ENTERPRISES,multiple
23KK0112,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22K00190,ME 3 CONSTRUCTION,solo
23KI0016,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
23KJ0031,MINDANAO ROCK,solo
23KE0008,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
23KD0021,"JT GAMOLO CONSTRUCTION, INCORPORATION",solo
23KG0023,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.",solo
23KE0007,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
23KA0046,C'ZARLES CONSTRUCTION & SUPPLY,solo
23KK0013,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22K00281,VEN RAY CONSTRUCTION CORPORATION,solo
23KB0125,REVILO CONSTRUCTION,solo
23KL0064,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
22K00194,TRIPARCO DEVELOPMENT CORPORATION,solo
23KK0081,EQUALYZ TRADING,solo
23KL0090,LIGHT CONSTRUCTION & SUPPLY,solo
23KK0113,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22K00093,KOUZBARY BUILDERS,multiple
22K00093,LANAO BUILDER AND ENTERPRISES,multiple
22KD0027,JAMRAY BUILDERS AND ENTERPRISES,solo
23KH0010,ESR CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
22KD0022,BLACK ROAD CONSTRUCTION,solo
23KI0017,MINDANAO ROCK,solo
23KC0057,C'ZARLES CONSTRUCTION & SUPPLY,solo
23KK0077,EQUALYZ TRADING,solo
23KK0076,EQUALYZ TRADING,solo
22KA0060,"M. MONTESCLAROS ENTERPRISES, INC.",solo
21K00259,"M. MONTESCLAROS ENTERPRISES, INC.",solo
23KM0030,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.",solo
22K00351,TRIPARCO DEVELOPMENT CORPORATION,solo
22K00120,JEJOR'S CONSTRUCTION CORPORATION,solo
23KB0051,ELC CONSTRUCTION AND TRADING,solo
23KC0060,CYRUS JAMES BUILDERS AND SUPPLIES,solo
22K00029,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,multiple
22K00029,TKS BUILDERS & SUPPLIES,multiple
22K00119,EQUI-PARCO CONSTRUCTION COMPANY,solo
23K00154,RAMISES CONSTRUCTION,solo
23KC0045,RAMISES CONSTRUCTION,solo
23KL0072,H & N BUILDERS & ENTERPRISES,solo
23KL0015,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
22K00192,EQUI-PARCO CONSTRUCTION COMPANY,solo
22K00193,EQUI-PARCO CONSTRUCTION COMPANY,solo
22K00195,TRIPARCO DEVELOPMENT CORPORATION,solo
22KJ0048,MINDANAO ROCK,solo
22K00229,EQUI-PARCO CONSTRUCTION COMPANY,solo
22KF0091,M.M.A. ACHIEVER CONSTRUCTION & DEVELOPMENT CORP.,multiple
22KF0091,H & N BUILDERS & ENTERPRISES,multiple
22K00227,NORTHERN BUILDERS,solo
22K00228,EQUI-PARCO CONSTRUCTION COMPANY,solo
22K00225,TRIPARCO DEVELOPMENT CORPORATION,solo
22K00226,NORTHERN BUILDERS,solo
23KA0149,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,solo
22K00224,ME 3 CONSTRUCTION,solo
23KM0037,MILLENNIUM BUILDERS & CONSTRUCTION,solo
23KC0017,VEN RAY CONSTRUCTION CORPORATION,solo
22K00140,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KF0025,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.",solo
22KC0044,VEN RAY CONSTRUCTION CORPORATION,solo
22KB0072,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KI0040,RJLG CONSTRUCTION AND SUPPLIES,solo
22KH0030,VEN RAY CONSTRUCTION CORPORATION,solo
22KE0038,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
22K00150,ROAD EDGE TRADING & DEVELOPMENT SERVICES,multiple
22K00150,CHIU BUILDERS,multiple
22KF0057,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KF0059,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22K00156,TRIPARCO DEVELOPMENT CORPORATION,solo
22KI0026,SILVER CONSTRUCTION,solo
22K00122,MINDANAO ROCK,multiple
22K00122,LT POWER BUILDERS DEVELOPMENT CORPORATION,multiple
21K00271,C'ZARLES CONSTRUCTION & SUPPLY,solo
22KJ0037,VICENTE T. LAO CONSTRUCTION,solo
22KE0041,JANRHYLL CONSTRUCTION,solo
22KC0029,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22K00091,KOUZBARY BUILDERS,multiple
22K00091,AL-NOORWAY CORPORATION,multiple
21K00275,VEN RAY CONSTRUCTION CORPORATION,solo
22KE0035,GCMG CONSTRUCTION,solo
22KE0037,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
22KJ0010,GRACE CONSTRUCTION CORPORATION,solo
22KC0030,EQUI-PARCO CONSTRUCTION COMPANY,solo
22KC0036,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22KC0037,VEN RAY CONSTRUCTION CORPORATION,solo
22KE0007,WDM CONSTRUCTION AND SUPPLIES,solo
22KB0030,UY CONDEV CORPORATION,solo
22KF0085,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KF0022,LANAO BUILDER AND ENTERPRISES,solo
22KB0083,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KE0003,JAPUZ-JANSOL ENTERPRISES,solo
22KB0032,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KB0086,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KE0004,JEJOR'S CONSTRUCTION CORPORATION,solo
22KE0011,VICTORIANO C. LIM CONSTRUCTION CORPORATION,solo
22KB0073,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KF0026,AL HUSSEIN CONSTRUCTION,solo
22K00090,KOUZBARY BUILDERS,multiple
22K00090,LANAO BUILDER AND ENTERPRISES,multiple
22KF0024,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KF0021,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.",solo
22KL0051,JEJOR'S CONSTRUCTION CORPORATION,solo
21K00277,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KL0043,DL ENTERPRISES,solo
21K00260,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22KD0046,ZDA CONSTRUCTION AND ENTERPRISES,solo
22KL0045,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KL0044,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KB0082,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
21KG0030,LANAO BUILDER AND ENTERPRISES,solo
21KI0116,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
21KG0086,AL HUSSEIN CONSTRUCTION,solo
22KF0015,LANAO BUILDER AND ENTERPRISES,solo
21KL0056,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KL0048,CAGALAWAN ENTERPRISES,multiple
22KL0048,FFJJ CONSTRUCTION,multiple
22KB0076,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KF0023,LANAO BUILDER AND ENTERPRISES,solo
22KF0039,PLD CONSTRUCTION AND DEVELOPMENT INC.,solo
22KF0009,RED CONSTRUCTION TECHNIK,solo
22KI0036,RRJ BUILDERS CONSTRUCTION AND GENERAL MERCHANDISE,solo
22KB0029,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KK0043,L & L CONSTRUCTION,solo
22KD0036,"NAHARO BUILDERS, INC.",solo
22KF0012,RED CONSTRUCTION TECHNIK,solo
22KA0059,MAMAWAG CONSTRUCTION,solo
22KE0040,JAPUZ-JANSOL ENTERPRISES,solo
22KE0006,VICTORIANO C. LIM CONSTRUCTION CORPORATION,solo
22KE0034,JAPUZ-JANSOL ENTERPRISES,solo
22KH0029,RAMISES CONSTRUCTION,solo
22KF0020,LANAO BUILDER AND ENTERPRISES,solo
22KB0074,PHILIPPIANS CDO CONSTRUCTION CORPORATION,solo
22KF0084,OLISON CORPORATION,multiple
22KF0084,A.C. RIVERO DEVELOPMENT CORPORATION,multiple
22KA0016,JEJOR'S CONSTRUCTION CORPORATION,solo
22KB0031,ER SALAC BUILDERS CORPORATION,solo
22KB0075,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KL0041,RAMISES CONSTRUCTION,solo
22KB0071,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KB0028,"MAFIL BUILDERS, INC.",multiple
22KB0028,MORTAR MASTERS & CONCRETE BUILDERS,multiple
22KJ0009,WEISENWORK CONSTRUCTION,solo
21K00294,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,multiple
21K00294,C'ZARLES CONSTRUCTION & SUPPLY,multiple
21K00294,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,multiple
21K00294,C'ZARLES CONSTRUCTION & SUPPLY,multiple
21K00294,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,multiple
21K00294,C'ZARLES CONSTRUCTION & SUPPLY,multiple
21K00294,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,multiple
21K00294,C'ZARLES CONSTRUCTION & SUPPLY,multiple
21K00295,JEJOR'S CONSTRUCTION CORPORATION,solo
21K00295,JEJOR'S CONSTRUCTION CORPORATION,solo
22KF0056,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KF0058,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KD0049,GREEN BUILDER AND ENTERPRISES,solo
22KA0038,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
22KL0050,LYD CONSTRUCTION,multiple
22KL0050,RUPLINO SEISMUNDO CONSTRUCTION CORPORATION,multiple
22KL0040,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
22KF0018,GRACE CONSTRUCTION CORPORATION,solo
22KL0042,PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,solo
22KF0011,AL HUSSEIN CONSTRUCTION,solo
21KI0030,MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,solo
22KD0020,AKC BUILDERS,solo
22KF0014,LANAO BUILDER AND ENTERPRISES,solo
22KF0016,LANAO BUILDER AND ENTERPRISES,solo
22KD0021,BLACK ROAD CONSTRUCTION,solo
22KE0036,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
22KD0008,FOUNTAINHEAD CONSTRUCTION AND SUPPLY,solo
22KF0010,IOS CONSTRUCTION SERVICES,solo
22KF0013,N.B. SALBO CONSTRUCTION,solo
22KI0019,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
22KK0005,IOS CONSTRUCTION SERVICES,solo
22KE0001,CLC CONSTRUCTION SERVICES AND SUPPLY,solo
22KF0050,LANAO BUILDER AND ENTERPRISES,solo
22KK0044,ONE NINE ONE TRADING,solo
22KL0049,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
21KI0117,RJLG CONSTRUCTION AND SUPPLIES,solo
22KE0039,SHEEN-SHEEN CONSTRUCTION CORPORATION,solo
22KF0103,INSTA BUILDERS & SUPPLIES CORP,solo
22KE0059,FNTC CONSTRUCTION,solo
22KE0032,R AND L BUILDERS AND CONSTRUCTION SUPPLY CORP.,solo
21K00262,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22KK0004,EQUALYZ TRADING,solo
21KJ0081,MINDANAO ROCK,solo
21K00261,"M. MONTESCLAROS ENTERPRISES, INC.",solo
22KK0006,IOS CONSTRUCTION SERVICES,solo
22KF0092,SILVER CONSTRUCTION,solo
24LA0130,TAGUM BUILDERS CONTRACTORS CORP.,solo
24L00111,ROSBILL CONSTRUCTION AND SUPPLY,solo
24L00110,ROSBILL CONSTRUCTION AND SUPPLY,solo
24LF0024,"P.L. SEBASTIAN CONSTRUCTION, INC.",solo
24LD0081,LEGACY CONSTRUCTION CORPORATION,solo
24L00168,TWO DEGREES CONSTRUCTION AND SUPPLY,solo
24L00193,AARJG BUILDERS CORPORATION,multiple
24L00193,RUPLINO SEISMUNDO CONSTRUCTION CORPORATION,multiple
24LH0017,ARCINUE COMM'L CORPORATION,solo
23LI0060,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
24LC0073,KANAWAY BUILDERS CORPORATION,solo
24LF0075,ECBJ EASTCOAST CONSTRUCTION,solo
24LF0014,DBR CONSTRUCTION CORPORATION,solo
24LH0028,EDCL CONSTRUCTION AND SUPPLY,solo
24LH0013,EDCL CONSTRUCTION AND SUPPLY,solo
24L00194,ROSBILL CONSTRUCTION AND SUPPLY,multiple
24L00194,AARJG BUILDERS CORPORATION,multiple
23LI0067,METRO GEAR CONSTRUCTION CORP.,multiple
23LI0067,REPLICON CONSTRUCTION CORPORATION,multiple
24LH0012,RELY CONSTRUCTION & SUPPLY INC.,solo
24LH0015,ALFREGO BUILDERS & SUPPLY,solo
24LF0128,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",solo
24LF0046,O. G. SANTOS CONSTRUCTION,solo
24LD0011,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,solo
24LE0020,SCP CONSTRUCTION,solo
24LF0013,LICSAL CONSTRUCTION CORPORATION,solo
23L00035,GP & H CONSTRUCTION INCORPORATED,solo
24LF0030,LICSAL CONSTRUCTION CORPORATION,solo
24LH0016,ALFREGO BUILDERS & SUPPLY,solo
23LF0083,DREIRICH BUILDERS,multiple
23LF0083,"THREE W BUILDERS, INC.",multiple
23L00030,GENESIS88 CONSTRUCTION INC.,multiple
23L00030,ABU CONSTRUCTION,multiple
24L00167,TWO DEGREES CONSTRUCTION AND SUPPLY,solo
24LD0007,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
24LF0045,O. G. SANTOS CONSTRUCTION,solo
24LD0006,ROAD EDGE TRADING & DEVELOPMENT SERVICES,solo
24LC0071,"CARESYSTEM TECHNOLOGY SOLUTION CO., INC.",solo
24LG0039,ECOMIXED CONSTRUCTION AND DEVELOPMENT CORPORATION,solo
21LB0293,MORTAR MASTERS & CONCRETE BUILDERS,solo
24LC0072,RUBIKS CONSTRUCTION CORPORATION,solo
24LF0027,GMPA CONSTRUCTION SERVICES,solo
24LF0039,ECBJ EASTCOAST CONSTRUCTION,solo
24LF0038,ECBJ EASTCOAST CONSTRUCTION,solo
24LI0075,ROSBILL CONSTRUCTION AND SUPPLY,solo
24LD0012,R.C. MELGAZO BUILDERS,solo
23L00042,ROSBILL CONSTRUCTION AND SUPPLY,multiple
23L00042,AARJG BUILDERS CORPORATION,multiple
23L00052,J.H.R. ENTERPRISES,solo
23LF0094,JHARKHA CONSTRUCTION AND SUPPLY,solo
23L00171,FORDEX CONSTRUCTION CORPORATION,solo
23L00170,FORDEX CONSTRUCTION CORPORATION,solo
23LI0090,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
23LI0053,METRO GEAR CONSTRUCTION CORP.,multiple
23LI0053,REPLICON CONSTRUCTION CORPORATION,multiple
23LI0043,METRO GEAR CONSTRUCTION CORP.,multiple
23LI0043,REPLICON CONSTRUCTION CORPORATION,multiple
23LE0035,SCP CONSTRUCTION,solo
23LB0013,GENESIS88 CONSTRUCTION INC.,solo
22L00013,GENESIS88 CONSTRUCTION INC.,multiple
22L00013,"GEMMA CONSTRUCTION SUPPLY, INC.",multiple
23LI0087,ROSBILL CONSTRUCTION AND SUPPLY,solo
22L00084,"P.L. SEBASTIAN CONSTRUCTION, INC.",solo
23LE0034,LEGACY CONSTRUCTION CORPORATION,solo
23LE0056,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,solo
23LE0036,LEGACY CONSTRUCTION CORPORATION,solo
23LG0061,ROSBILL CONSTRUCTION AND SUPPLY,solo
22LB0432,MORTAR MASTERS & CONCRETE BUILDERS,solo
23LF0122,LEGACY CONSTRUCTION CORPORATION,solo
23LB0011,GENESIS88 CONSTRUCTION INC.,solo
22LC0095,RELY CONSTRUCTION & SUPPLY INC.,solo
23LI0061,ROSBILL CONSTRUCTION AND SUPPLY,solo
23LA0062,"R.A. PAHATI CONST. & SUPPLY, INC.",solo
23LI0023,ROSBILL CONSTRUCTION AND SUPPLY,solo
22LC0031,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
23LA0037,"R.A. PAHATI CONST. & SUPPLY, INC.",solo
23LH0011,EDCL CONSTRUCTION AND SUPPLY,solo
23LC0071,ROSBILL CONSTRUCTION AND SUPPLY,multiple
23LC0071,NICOMAG UTILITY PROJECTS CONSTRUCTION,multiple
22L00082,MAC BUILDERS CORP.,solo
23LB0074,GENESIS88 CONSTRUCTION INC.,solo
23LB0141,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",multiple
23LB0141,GENESIS88 CONSTRUCTION INC.,multiple
22LC0033,AKN CONSTRUCTION CORPORATION,solo
23L00053,ROSBILL CONSTRUCTION AND SUPPLY,solo
23L00054,ROSBILL CONSTRUCTION AND SUPPLY,solo
23LI0033,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
23LI0062,ROSBILL CONSTRUCTION AND SUPPLY,solo
23LG0002,MAVERICK BUILDERS INCORPORATED,solo
23LI0091,ROSBILL CONSTRUCTION AND SUPPLY,solo
23LD0041,LEGACY CONSTRUCTION CORPORATION,solo
21LB0115,RELY CONSTRUCTION & SUPPLY INC.,solo
23LB0142,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",multiple
23LB0142,GENESIS88 CONSTRUCTION INC.,multiple
23LB0012,GENESIS88 CONSTRUCTION INC.,solo
21LB0323,VICENTE T. LAO CONSTRUCTION,solo
22L00083,MAC BUILDERS CORP.,solo
23LG0052,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",solo
23LG0066,MAER SUMMIT KONSTRUKT CO.,solo
23LI0030,LEGACY CONSTRUCTION CORPORATION,solo
23LG0014,MAVERICK BUILDERS INCORPORATED,solo
23LG0051,MAER SUMMIT KONSTRUKT CO.,solo
23LE0017,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,solo
23LF0028,O. G. SANTOS CONSTRUCTION,solo
23LB0037,GENESIS88 CONSTRUCTION INC.,solo
22LB0025,GENESIS88 CONSTRUCTION INC.,solo
23LI0029,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
23LD0008,DREIRICH BUILDERS,multiple
23LD0008,"THREE W BUILDERS, INC.",multiple
21LB0012,VICENTE T. LAO CONSTRUCTION,solo
23LF0057,J.H.R. ENTERPRISES,solo
23LH0016,ALFREGO BUILDERS & SUPPLY,solo
23LH0013,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,solo
23LE0020,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,solo
23LE0018,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,solo
22LD0102,TKS BUILDERS & SUPPLIES,multiple
22LD0102,ACC GOLDEN CONSTRUCTION SERVICES,multiple
23LF0074,MAVERICK BUILDERS INCORPORATED,solo
23LI0028,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
23LH0012,RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,solo
22LB0232,HEXAMINDZ CORPORATION,solo
21LB0018,VICENTE T. LAO CONSTRUCTION,solo
23LF0027,RANGAY CONSTRUCTION AND SUPPLY,solo
23LH0015,ALFREGO BUILDERS & SUPPLY,solo
22LB0352,GENESIS88 CONSTRUCTION INC.,multiple
22LB0352,"GEMMA CONSTRUCTION SUPPLY, INC.",multiple
22LB0351,GENESIS88 CONSTRUCTION INC.,multiple
22LB0351,"GEMMA CONSTRUCTION SUPPLY, INC.",multiple
23LI0009,DAVAO CONCRETE PRODUCTS CONSTRUCTION AND TRADING CORPORATION,solo
23LF0089,DBR CONSTRUCTION CORPORATION,multiple
23LF0089,RELY CONSTRUCTION & SUPPLY INC.,multiple
23LF0075,JHARKHA CONSTRUCTION AND SUPPLY,multiple
23LF0075,O. G. SANTOS CONSTRUCTION,multiple
23LG0065,MAER SUMMIT KONSTRUKT CO.,solo
23LF0040,JHARKHA CONSTRUCTION AND SUPPLY,solo
21LB0297,A.Y.U. ENGINEERING & CONSTRUCTION,solo
23LI0026,NEN BUILDERS AND DEVELOPMENT SERVICES CORPORATION,solo
22LC0035,O. G. SANTOS CONSTRUCTION,solo
23LF0073,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,solo
22LD0101,REYDAN BUILDERS,solo
22LH0119,MITZ CONSTRUCTION AND SUPPLY,solo
23LF0106,JAI BUILDERS CORPORATION,solo
23LE0026,HVC SAGITTARIUS COMMERCIAL & CONSTRUCTION,solo
22LB0295,DREIRICH BUILDERS,multiple
22LB0295,"THREE W BUILDERS, INC.",multiple
22LB0197,ROSBILL CONSTRUCTION AND SUPPLY,solo
23LF0012,JHARKHA CONSTRUCTION AND SUPPLY,solo
23LF0013,O. G. SANTOS CONSTRUCTION,solo
21LB0301,GENESIS88 CONSTRUCTION INC.,solo
21LB0299,LEGACY CONSTRUCTION CORPORATION,solo
22L00145,LEDCORE CONSTRUCTION AND DEVELOPMENT CORP,multiple
22L00145,ABU CONSTRUCTION,multiple
21LB0289,DREIRICH BUILDERS,multiple
21LB0289,"THREE W BUILDERS, INC.",multiple
21LB0307,MRD GEMPESAW CONSTRUCTION CORP.,multiple
21LB0307,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",multiple
22LA0089,"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",solo
22L00034,MAER SUMMIT KONSTRUKT CO.,solo
22LH0010,O. G. SANTOS CONSTRUCTION,solo
22LB0414,MARK ANTHONY CONSTRUCTION & SUPPLY,solo
23LF0058,JHARKHA CONSTRUCTION AND SUPPLY,solo
22LC0097,AKN CONSTRUCTION CORPORATION,solo
23LD0017,R.C. MELGAZO BUILDERS,solo
21LB0118,ABU CONSTRUCTION,solo
22LB0350,GENESIS88 CONSTRUCTION INC.,solo
22LA0130,VICENTE T. LAO CONSTRUCTION,solo
22LB0124,JD SOMOZA BUILDERS,solo
22LB0354,GENESIS88 CONSTRUCTION INC.,solo
22LB0288,GENESIS88 CONSTRUCTION INC.,solo
22LB0349,GENESIS88 CONSTRUCTION INC.,solo
22LB0289,GENESIS88 CONSTRUCTION INC.,solo
22LB0290,GENESIS88 CONSTRUCTION INC.,solo
22LB0287,GENESIS88 CONSTRUCTION INC.,solo
21LB0248,"MONOLITHIC CONSTRUCTION & CONCRETE PRODUCTS, INC.",solo
22LB0356,C'ZARLES CONSTRUCTION & SUPPLY,solo
22LH0135,"LOTRIM CONSTRUCTION, INC.",solo
22LA0048,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",multiple
22LA0048,ABU CONSTRUCTION,multiple
22LA0088,METRO GEAR CONSTRUCTION CORP.,multiple
